C;1;1;0.42924
O;2;2;-0.47364
C;3;3;-0.48877
H;4;4;0.16402
H;5;4;0.1685
H;6;4;0.17754
N;7;7;-0.3612
H;8;8;0.27569
C;9;9;-0.04568
H;10;10;0.19118
C;11;11;-0.31684
C;12;12;0.50663
H;13;13;0.17093
H;14;13;0.19115
C;15;15;0.51398
O;16;16;-0.42933
O;17;17;-0.42957
O;18;18;-0.49591
H;19;19;0.37727
O;20;20;-0.50279
H;21;21;0.3776
