H;1;1;0.13951015
N;2;2;-0.53375423
H;3;3;0.2998681
C;4;4;-0.09808664
H;5;5;0.14108798
C;6;6;-0.31582482
C;7;7;0.68911111
H;8;8;0.09258994
H;9;8;0.09258994
C;10;10;0.53708992
O;11;11;-0.52748784
H;12;12;-0.06048599
C;13;13;-0.50153194
C;14;13;-0.50153194
H;15;15;0.1143944
H;16;15;0.1143944
H;17;15;0.1143944
H;18;15;0.1143944
H;19;15;0.1143944
H;20;15;0.1143944
N;21;21;-0.56690542
H;22;22;0.30140292
C;23;23;0.0120953
H;24;24;0.05995198
H;25;24;0.05995198
H;26;24;0.05995198
