C;1;1;0.43815
O;2;2;-0.47346
C;3;3;-0.4939
H;4;4;0.17645
H;5;4;0.14796
H;6;4;0.16457
N;7;7;-0.4014
H;8;8;0.25725
C;9;9;-0.09661
H;10;10;0.15129
C;11;11;-0.26658
C;12;12;0.47425
H;13;13;0.13621
H;14;13;0.15158
C;15;15;-0.26964
O;16;16;-0.60039
H;17;17;0.14455
H;18;17;0.14729
C;19;19;-0.28043
H;20;20;0.14645
H;21;20;0.14841
C;22;22;-0.16061
H;23;23;0.17931
H;24;23;0.17922
N;25;25;-0.33657
H;26;26;0.32782
H;27;26;0.32118
H;28;26;0.32728
O;29;16;-0.63964
