C;1;1;0.67433888
O;2;2;-0.52265399
C;3;3;-0.54286295
H;4;4;0.1498098
H;5;4;0.1498098
H;6;4;0.1498098
N;7;7;-0.43083651
H;8;8;0.28859324
C;9;9;-0.33688351
C;10;10;0.71248189
H;11;11;0.14844751
H;12;11;0.14844751
O;13;13;-0.53025014
O;14;14;-0.57967589
H;15;15;0.32889493
