C;1;1;0.42775
O;2;2;-0.47677
C;3;3;-0.48871
H;4;4;0.1661
H;5;4;0.16795
H;6;4;0.17745
N;7;7;-0.36181
H;8;8;0.28147
C;9;9;-0.04755
H;10;10;0.18074
C;11;11;-0.33482
C;12;12;0.50835
H;13;13;0.16201
H;14;13;0.16878
S;15;15;0.00301
O;16;16;-0.42996
S;17;17;0.01323
C;18;18;-0.49623
H;19;19;0.17168
H;20;19;0.16
H;21;19;0.16846
O;22;22;-0.49925
H;23;23;0.37814
