C;1;1;1.02073756
O;2;2;-0.6464405
C;3;3;-0.81674339
H;4;4;0.19162769
H;5;4;0.19162769
H;6;4;0.19162769
N;7;7;-0.84817738
H;8;8;0.37932803
C;9;9;0.16307222
H;10;10;0.03372502
C;11;11;-0.07646483
C;12;12;0.6633338
H;13;13;-0.01933514
H;14;13;-0.01933514
C;15;15;0.78740093
O;16;16;-0.55303103
O;17;17;-0.75525825
O;18;17;-0.75525825
N;19;19;-0.62735192
H;20;20;0.33794097
C;21;21;0.05135675
H;22;22;0.03520582
H;23;22;0.03520582
H;24;22;0.03520582
