C;1;1;0.41993
O;2;2;-0.51832
C;3;3;-0.49135
H;4;4;0.15882
H;5;4;0.16137
H;6;4;0.15766
N;7;7;-0.34457
H;8;8;0.27648
C;9;9;-0.05038
H;10;10;0.16365
C;11;11;-0.3303
C;12;12;0.51242
H;13;13;0.13121
H;14;13;0.13851
S;15;15;-0.76029
O;16;16;-0.47311
O;17;17;-0.50802
H;18;18;0.35629
