H;1;1;0.177691
H;2;1;0.334687
N;3;3;-0.717374
H;4;1;0.269928
C;5;5;-0.006245
H;6;6;0.121022
C;7;7;-0.3385
C;8;8;0.623413
H;9;9;0.139384
H;10;9;0.2216
S;11;11;-0.258443
O;12;12;-0.535069
N;13;13;-0.543662
H;14;14;0.36592
C;15;15;-0.206264
H;16;16;0.101131
H;17;16;0.156525
H;18;16;0.094256
