C;1;1;0.43016
O;2;2;-0.45347
C;3;3;-0.48853
H;4;4;0.16904
H;5;4;0.16766
H;6;4;0.18564
N;7;7;-0.38376
H;8;8;0.27058
C;9;9;-0.04945
H;10;10;0.18143
C;11;11;-0.26744
C;12;12;0.50219
H;13;13;0.14521
H;14;13;0.16167
C;15;15;-0.26615
O;16;16;-0.41882
H;17;17;0.15338
H;18;17;0.15154
C;19;19;-0.27862
H;20;20;0.15115
H;21;20;0.15449
C;22;22;-0.1585
H;23;23;0.18584
H;24;23;0.18429
N;25;25;-0.32252
H;26;26;0.33686
H;27;26;0.33923
H;28;26;0.33607
O;29;29;-0.50381
H;30;30;0.38464
