C;1;1;0.894163
O;2;2;-0.686697
C;3;3;-0.584471
H;4;4;0.125884
H;5;4;0.096747
H;6;4;0.105524
N;7;7;-0.65603
H;8;8;0.323183
C;9;9;0.191238
H;10;10;0.026954
C;11;11;-0.230285
C;12;12;0.903614
H;13;13;0.020461
H;14;13;0.025094
C;15;15;0.867319
O;16;16;-0.86655
O;17;17;-0.821943
O;18;17;-0.872587
O;19;16;-0.861618
