C;1;1;0.4275
O;2;2;-0.47756
C;3;3;-0.4888
H;4;4;0.16582
H;5;4;0.1676
H;6;4;0.17743
N;7;7;-0.36132
H;8;8;0.28133
C;9;9;-0.04479
H;10;10;0.18111
C;11;11;-0.32808
C;12;12;0.50863
H;13;13;0.15987
H;14;13;0.17498
S;15;15;-0.09426
O;16;16;-0.42869
H;17;17;0.10086
O;18;18;-0.49961
H;19;19;0.37796
