C;1;1;0.43403
O;2;2;-0.48942
C;3;3;-0.49493
H;4;4;0.16677
H;5;4;0.14793
H;6;4;0.15686
N;7;7;-0.37468
H;8;8;0.25774
C;9;9;-0.09637
H;10;10;0.16363
C;11;11;-0.31138
C;12;12;0.4732
H;13;13;0.16151
H;14;13;0.18237
C;15;15;0.51392
O;16;16;-0.62126
O;17;17;-0.44786
O;18;18;-0.52183
H;19;19;0.35645
O;20;16;-0.65666
