C;1;1;0.42933
O;2;2;-0.50309
C;3;3;-0.49517
H;4;4;0.16441
H;5;4;0.1469
H;6;4;0.15556
N;7;7;-0.35568
H;8;8;0.26134
C;9;9;-0.10207
H;10;10;0.15338
C;11;11;0.09625
C;12;12;0.47262
H;13;13;0.12072
C;14;14;-0.45459
O;15;15;-0.58842
O;16;16;-0.62482
H;17;17;0.14538
H;18;17;0.11802
H;19;17;0.17465
H;20;20;0.33789
O;21;16;-0.65261
