name,atom,M0,P11
NARG,HE,0.40384608078,2.01928388829 0.0 0.0 2.01928388829 0.0 2.01928388829
NARG,CZ,0.3077998497,6.37893172559 0.0 0.0 6.37893172559 0.0 6.37893172559
NARG,NH,-0.528964654221,7.18584260358 0.0 0.0 7.18584260358 0.0 7.18584260358
NARG,NH1,-0.528964654221,7.18584260358 0.0 0.0 7.18584260358 0.0 7.18584260358
NARG,NH2,-0.528964654221,7.18584260358 0.0 0.0 7.18584260358 0.0 7.18584260358
NARG,HH,0.378704536473,1.49646882446 0.0 0.0 1.49646882446 0.0 1.49646882446
NARG,HH11,0.378704536473,1.49646882446 0.0 0.0 1.49646882446 0.0 1.49646882446
NARG,1HH1,0.378704536473,1.49646882446 0.0 0.0 1.49646882446 0.0 1.49646882446
NARG,HH12,0.378704536473,1.49646882446 0.0 0.0 1.49646882446 0.0 1.49646882446
NARG,2HH1,0.378704536473,1.49646882446 0.0 0.0 1.49646882446 0.0 1.49646882446
NARG,HH21,0.378704536473,1.49646882446 0.0 0.0 1.49646882446 0.0 1.49646882446
NARG,1HH2,0.378704536473,1.49646882446 0.0 0.0 1.49646882446 0.0 1.49646882446
NARG,HH22,0.378704536473,1.49646882446 0.0 0.0 1.49646882446 0.0 1.49646882446
NARG,2HH2,0.378704536473,1.49646882446 0.0 0.0 1.49646882446 0.0 1.49646882446
NASN,HN,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,H1,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,1H,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,HN1,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,HT1,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,H2,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,2H,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,HN2,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,HT2,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,H3,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,3H,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,HN3,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,HT3,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,H,0.339541416669,2.97316367547 0.0 0.0 2.97316367547 0.0 2.97316367547
NASN,N,-0.456931802784,1.5636892829 0.0 0.0 1.5636892829 0.0 1.5636892829
NASN,CA,-0.0729077008367,3.84090016015 0.0 0.0 3.84090016015 0.0 3.84090016015
NASN,HA,0.165593589117,4.276628351 0.0 0.0 4.276628351 0.0 4.276628351
NASN,CB,-0.388223520021,3.10162916963 0.0 0.0 3.10162916963 0.0 3.10162916963
NASN,C,0.710829945444,5.82653359398 0.0 0.0 5.82653359398 0.0 5.82653359398
NASN,HB,0.185447708851,4.03826063938 0.0 0.0 4.03826063938 0.0 4.03826063938
NASN,HB2,0.185447708851,4.03826063938 0.0 0.0 4.03826063938 0.0 4.03826063938
NASN,1HB,0.185447708851,4.03826063938 0.0 0.0 4.03826063938 0.0 4.03826063938
NASN,HB1,0.185447708851,4.03826063938 0.0 0.0 4.03826063938 0.0 4.03826063938
NASN,HB3,0.185447708851,4.03826063938 0.0 0.0 4.03826063938 0.0 4.03826063938
NASN,2HB,0.185447708851,4.03826063938 0.0 0.0 4.03826063938 0.0 4.03826063938
NASN,CG,0.503839916506,5.62913346673 0.0 0.0 5.62913346673 0.0 5.62913346673
NASN,O,-0.486557012643,8.51146958961 0.0 0.0 8.51146958961 0.0 8.51146958961
NASN,OD,-0.399984682276,8.59012884306 0.0 0.0 8.59012884306 0.0 8.59012884306
NASN,OD1,-0.399984682276,8.59012884306 0.0 0.0 8.59012884306 0.0 8.59012884306
NASN,ND,-0.670334610464,3.12761929029 0.0 0.0 3.12761929029 0.0 3.12761929029
NASN,ND2,-0.670334610464,3.12761929029 0.0 0.0 3.12761929029 0.0 3.12761929029
NASN,HD,0.352578105123,3.33923433851 0.0 0.0 3.33923433851 0.0 3.33923433851
NASN,HD21,0.352578105123,3.33923433851 0.0 0.0 3.33923433851 0.0 3.33923433851
NASN,1HD2,0.352578105123,3.33923433851 0.0 0.0 3.33923433851 0.0 3.33923433851
NASN,HN21,0.352578105123,3.33923433851 0.0 0.0 3.33923433851 0.0 3.33923433851
NASN,HD22,0.352578105123,3.33923433851 0.0 0.0 3.33923433851 0.0 3.33923433851
NASN,2HD2,0.352578105123,3.33923433851 0.0 0.0 3.33923433851 0.0 3.33923433851
NASN,HN22,0.352578105123,3.33923433851 0.0 0.0 3.33923433851 0.0 3.33923433851
NASP,HN,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,H1,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,1H,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,HN1,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,HT1,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,H2,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,2H,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,HN2,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,HT2,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,H3,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,3H,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,HN3,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,HT3,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,H,0.319734332793,3.31516456053 0.0 0.0 3.31516456053 0.0 3.31516456053
NASP,N,-0.465746926482,1.7693868198 0.0 0.0 1.7693868198 0.0 1.7693868198
NASP,CA,-0.0245016038028,4.33582645024 0.0 0.0 4.33582645024 0.0 4.33582645024
NASP,HA,0.125051593709,5.46224217693 0.0 0.0 5.46224217693 0.0 5.46224217693
NASP,CB,-0.323446898806,3.3249190465 0.0 0.0 3.3249190465 0.0 3.3249190465
NASP,C,0.560888769019,5.90727784637 0.0 0.0 5.90727784637 0.0 5.90727784637
NASP,HB,0.106453205551,5.27933859586 0.0 0.0 5.27933859586 0.0 5.27933859586
NASP,HB2,0.106453205551,5.27933859586 0.0 0.0 5.27933859586 0.0 5.27933859586
NASP,1HB,0.106453205551,5.27933859586 0.0 0.0 5.27933859586 0.0 5.27933859586
NASP,HB1,0.106453205551,5.27933859586 0.0 0.0 5.27933859586 0.0 5.27933859586
NASP,HB3,0.106453205551,5.27933859586 0.0 0.0 5.27933859586 0.0 5.27933859586
NASP,2HB,0.106453205551,5.27933859586 0.0 0.0 5.27933859586 0.0 5.27933859586
NASP,CG,0.722280136328,4.60430630872 0.0 0.0 4.60430630872 0.0 4.60430630872
NASP,O,-0.453205507813,8.2617270038 0.0 0.0 8.2617270038 0.0 8.2617270038
NASP,OD,-0.656714485816,9.76309623944 0.0 0.0 9.76309623944 0.0 9.76309623944
NASP,OD1,-0.656714485816,9.76309623944 0.0 0.0 9.76309623944 0.0 9.76309623944
NASP,OD2,-0.656714485816,9.76309623944 0.0 0.0 9.76309623944 0.0 9.76309623944
NCYS,HN,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,H1,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,1H,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,HN1,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,HT1,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,H2,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,2H,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,HN2,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,HT2,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,H3,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,3H,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,HN3,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,HT3,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,H,0.340737753167,2.84542977584 0.0 0.0 2.84542977584 0.0 2.84542977584
NCYS,N,-0.46156081165,1.52065677212 0.0 0.0 1.52065677212 0.0 1.52065677212
NCYS,CA,-0.0779674248103,4.1009822911 0.0 0.0 4.1009822911 0.0 4.1009822911
NCYS,HA,0.181560855205,2.7289091457 0.0 0.0 2.7289091457 0.0 2.7289091457
NCYS,CB,-0.409577460533,5.22664712797 0.0 0.0 5.22664712797 0.0 5.22664712797
NCYS,C,0.725705834722,6.5027525321 0.0 0.0 6.5027525321 0.0 6.5027525321
NCYS,HB,0.221944401412,2.795281173 0.0 0.0 2.795281173 0.0 2.795281173
NCYS,HB2,0.221944401412,2.795281173 0.0 0.0 2.795281173 0.0 2.795281173
NCYS,1HB,0.221944401412,2.795281173 0.0 0.0 2.795281173 0.0 2.795281173
NCYS,HB1,0.221944401412,2.795281173 0.0 0.0 2.795281173 0.0 2.795281173
NCYS,HB3,0.221944401412,2.795281173 0.0 0.0 2.795281173 0.0 2.795281173
NCYS,2HB,0.221944401412,2.795281173 0.0 0.0 2.795281173 0.0 2.795281173
NCYS,SG,-0.0664524267267,19.9044243241 0.0 0.0 19.9044243241 0.0 19.9044243241
NCYS,S,-0.0664524267267,19.9044243241 0.0 0.0 19.9044243241 0.0 19.9044243241
NCYS,O,-0.492181935616,8.34184917778 0.0 0.0 8.34184917778 0.0 8.34184917778
NCYS,HG,0.134371307084,2.37959949647 0.0 0.0 2.37959949647 0.0 2.37959949647
NCYS,HG1,0.134371307084,2.37959949647 0.0 0.0 2.37959949647 0.0 2.37959949647
NGLN,HN,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,H1,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,1H,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,HN1,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,HT1,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,H2,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,2H,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,HN2,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,HT2,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,H3,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,3H,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,HN3,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,HT3,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,H,0.332206852725,2.9817214317 0.0 0.0 2.9817214317 0.0 2.9817214317
NGLN,N,-0.434040224502,1.52901733475 0.0 0.0 1.52901733475 0.0 1.52901733475
NGLN,CA,-0.0810360520826,3.53915459787 0.0 0.0 3.53915459787 0.0 3.53915459787
NGLN,HA,0.179391909213,3.96317781933 0.0 0.0 3.96317781933 0.0 3.96317781933
NGLN,CB,-0.319604680423,2.51954587008 0.0 0.0 2.51954587008 0.0 2.51954587008
NGLN,C,0.695311173904,5.8704336551 0.0 0.0 5.8704336551 0.0 5.8704336551
NGLN,HB,0.189825732305,4.23952386159 0.0 0.0 4.23952386159 0.0 4.23952386159
NGLN,HB2,0.189825732305,4.23952386159 0.0 0.0 4.23952386159 0.0 4.23952386159
NGLN,1HB,0.189825732305,4.23952386159 0.0 0.0 4.23952386159 0.0 4.23952386159
NGLN,HB1,0.189825732305,4.23952386159 0.0 0.0 4.23952386159 0.0 4.23952386159
NGLN,HB3,0.189825732305,4.23952386159 0.0 0.0 4.23952386159 0.0 4.23952386159
NGLN,2HB,0.189825732305,4.23952386159 0.0 0.0 4.23952386159 0.0 4.23952386159
NGLN,CG,-0.387854011493,2.99143256862 0.0 0.0 2.99143256862 0.0 2.99143256862
NGLN,O,-0.485564672574,8.39806267098 0.0 0.0 8.39806267098 0.0 8.39806267098
NGLN,HG,0.176064202291,4.22835930595 0.0 0.0 4.22835930595 0.0 4.22835930595
NGLN,HG2,0.176064202291,4.22835930595 0.0 0.0 4.22835930595 0.0 4.22835930595
NGLN,1HG,0.176064202291,4.22835930595 0.0 0.0 4.22835930595 0.0 4.22835930595
NGLN,HG1,0.176064202291,4.22835930595 0.0 0.0 4.22835930595 0.0 4.22835930595
NGLN,HG3,0.176064202291,4.22835930595 0.0 0.0 4.22835930595 0.0 4.22835930595
NGLN,2HG,0.176064202291,4.22835930595 0.0 0.0 4.22835930595 0.0 4.22835930595
NGLN,CD,0.496400277323,5.84591227221 0.0 0.0 5.84591227221 0.0 5.84591227221
NGLN,OE,-0.407495441241,8.77042274061 0.0 0.0 8.77042274061 0.0 8.77042274061
NGLN,OE1,-0.407495441241,8.77042274061 0.0 0.0 8.77042274061 0.0 8.77042274061
NGLN,NE,-0.671098858134,3.33237714559 0.0 0.0 3.33237714559 0.0 3.33237714559
NGLN,NE2,-0.671098858134,3.33237714559 0.0 0.0 3.33237714559 0.0 3.33237714559
NGLN,HE,0.343595076322,3.34146578587 0.0 0.0 3.34146578587 0.0 3.34146578587
NGLN,HE21,0.343595076322,3.34146578587 0.0 0.0 3.34146578587 0.0 3.34146578587
NGLN,1HE2,0.343595076322,3.34146578587 0.0 0.0 3.34146578587 0.0 3.34146578587
NGLN,HE22,0.343595076322,3.34146578587 0.0 0.0 3.34146578587 0.0 3.34146578587
NGLN,2HE2,0.343595076322,3.34146578587 0.0 0.0 3.34146578587 0.0 3.34146578587
NGLU,HN,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,H1,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,1H,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,HN1,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,HT1,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,H2,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,2H,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,HN2,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,HT2,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,H3,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,3H,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,HN3,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,HT3,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,H,0.320889557705,3.54737541999 0.0 0.0 3.54737541999 0.0 3.54737541999
NGLU,N,-0.457872502063,1.82886077878 0.0 0.0 1.82886077878 0.0 1.82886077878
NGLU,CA,-0.0553455518867,4.25850762555 0.0 0.0 4.25850762555 0.0 4.25850762555
NGLU,HA,0.158553862731,5.68762803258 0.0 0.0 5.68762803258 0.0 5.68762803258
NGLU,CB,-0.237387422031,2.9938166481 0.0 0.0 2.9938166481 0.0 2.9938166481
NGLU,C,0.591910356919,5.71088838317 0.0 0.0 5.71088838317 0.0 5.71088838317
NGLU,HB,0.137643069339,5.15044157288 0.0 0.0 5.15044157288 0.0 5.15044157288
NGLU,HB2,0.137643069339,5.15044157288 0.0 0.0 5.15044157288 0.0 5.15044157288
NGLU,1HB,0.137643069339,5.15044157288 0.0 0.0 5.15044157288 0.0 5.15044157288
NGLU,HB1,0.137643069339,5.15044157288 0.0 0.0 5.15044157288 0.0 5.15044157288
NGLU,HB3,0.137643069339,5.15044157288 0.0 0.0 5.15044157288 0.0 5.15044157288
NGLU,2HB,0.137643069339,5.15044157288 0.0 0.0 5.15044157288 0.0 5.15044157288
NGLU,CG,-0.292900225126,3.26139895068 0.0 0.0 3.26139895068 0.0 3.26139895068
NGLU,O,-0.458029916748,8.00723423742 0.0 0.0 8.00723423742 0.0 8.00723423742
NGLU,HG,0.080854897674,5.68679478384 0.0 0.0 5.68679478384 0.0 5.68679478384
NGLU,HG2,0.080854897674,5.68679478384 0.0 0.0 5.68679478384 0.0 5.68679478384
NGLU,1HG,0.080854897674,5.68679478384 0.0 0.0 5.68679478384 0.0 5.68679478384
NGLU,HG1,0.080854897674,5.68679478384 0.0 0.0 5.68679478384 0.0 5.68679478384
NGLU,HG3,0.080854897674,5.68679478384 0.0 0.0 5.68679478384 0.0 5.68679478384
NGLU,2HG,0.080854897674,5.68679478384 0.0 0.0 5.68679478384 0.0 5.68679478384
NGLU,CD,0.743402783459,4.89196533333 0.0 0.0 4.89196533333 0.0 4.89196533333
NGLU,OE,-0.695997996196,10.77414631 0.0 0.0 10.77414631 0.0 10.77414631
NGLU,OE1,-0.695997996196,10.77414631 0.0 0.0 10.77414631 0.0 10.77414631
NGLU,OE2,-0.695997996196,10.77414631 0.0 0.0 10.77414631 0.0 10.77414631
NGLY,HN,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,H1,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,1H,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,HN1,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,HT1,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,H2,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,2H,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,HN2,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,HT2,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,H3,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,3H,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,HN3,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,HT3,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,H,0.348039686527,2.55636581558 0.0 0.0 2.55636581558 0.0 2.55636581558
NGLY,N,-0.418824774853,1.20836213824 0.0 0.0 1.20836213824 0.0 1.20836213824
NGLY,CA,-0.163712862487,2.74550746865 0.0 0.0 2.74550746865 0.0 2.74550746865
NGLY,C,0.724405913456,5.73040116963 0.0 0.0 5.73040116963 0.0 5.73040116963
NGLY,HA,0.160354459673,3.87972261656 0.0 0.0 3.87972261656 0.0 3.87972261656
NGLY,HA2,0.160354459673,3.87972261656 0.0 0.0 3.87972261656 0.0 3.87972261656
NGLY,1HA,0.160354459673,3.87972261656 0.0 0.0 3.87972261656 0.0 3.87972261656
NGLY,HA1,0.160354459673,3.87972261656 0.0 0.0 3.87972261656 0.0 3.87972261656
NGLY,HA3,0.160354459673,3.87972261656 0.0 0.0 3.87972261656 0.0 3.87972261656
NGLY,2HA,0.160354459673,3.87972261656 0.0 0.0 3.87972261656 0.0 3.87972261656
NGLY,O,-0.506696255044,8.79209234464 0.0 0.0 8.79209234464 0.0 8.79209234464
NHID,HN,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,HN,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,H1,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,H1,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,1H,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,1H,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,HN1,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,HN1,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,HT1,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,HT1,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,H2,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,H2,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,2H,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,2H,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,HN2,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,HN2,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,HT2,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,HT2,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,H3,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,H3,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,3H,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,3H,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,HN3,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,HN3,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,HT3,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,HT3,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,H,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHSD,H,0.331288138201,3.08287308069 0.0 0.0 3.08287308069 0.0 3.08287308069
NHID,N,-0.441421231376,1.60515584766 0.0 0.0 1.60515584766 0.0 1.60515584766
NHSD,N,-0.441421231376,1.60515584766 0.0 0.0 1.60515584766 0.0 1.60515584766
NHID,CA,-0.0751107743602,3.66546123756 0.0 0.0 3.66546123756 0.0 3.66546123756
NHSD,CA,-0.0751107743602,3.66546123756 0.0 0.0 3.66546123756 0.0 3.66546123756
NHID,HA,0.170036863932,3.77660320894 0.0 0.0 3.77660320894 0.0 3.77660320894
NHSD,HA,0.170036863932,3.77660320894 0.0 0.0 3.77660320894 0.0 3.77660320894
NHID,CB,-0.306193686452,3.15237545588 0.0 0.0 3.15237545588 0.0 3.15237545588
NHSD,CB,-0.306193686452,3.15237545588 0.0 0.0 3.15237545588 0.0 3.15237545588
NHID,C,0.698645625156,6.09532787742 0.0 0.0 6.09532787742 0.0 6.09532787742
NHSD,C,0.698645625156,6.09532787742 0.0 0.0 6.09532787742 0.0 6.09532787742
NHID,HB,0.174747664682,4.0458327575 0.0 0.0 4.0458327575 0.0 4.0458327575
NHSD,HB,0.174747664682,4.0458327575 0.0 0.0 4.0458327575 0.0 4.0458327575
NHID,HB2,0.174747664682,4.0458327575 0.0 0.0 4.0458327575 0.0 4.0458327575
NHSD,HB2,0.174747664682,4.0458327575 0.0 0.0 4.0458327575 0.0 4.0458327575
NHID,1HB,0.174747664682,4.0458327575 0.0 0.0 4.0458327575 0.0 4.0458327575
NHSD,1HB,0.174747664682,4.0458327575 0.0 0.0 4.0458327575 0.0 4.0458327575
NHID,HB1,0.174747664682,4.0458327575 0.0 0.0 4.0458327575 0.0 4.0458327575
NHSD,HB1,0.174747664682,4.0458327575 0.0 0.0 4.0458327575 0.0 4.0458327575
NHID,HB3,0.174747664682,4.0458327575 0.0 0.0 4.0458327575 0.0 4.0458327575
NHSD,HB3,0.174747664682,4.0458327575 0.0 0.0 4.0458327575 0.0 4.0458327575
NHID,2HB,0.174747664682,4.0458327575 0.0 0.0 4.0458327575 0.0 4.0458327575
NHSD,2HB,0.174747664682,4.0458327575 0.0 0.0 4.0458327575 0.0 4.0458327575
NHID,CG,0.0568854667973,5.89404363967 0.0 0.0 5.89404363967 0.0 5.89404363967
NHSD,CG,0.0568854667973,5.89404363967 0.0 0.0 5.89404363967 0.0 5.89404363967
NHID,O,-0.489200510228,8.82744484195 0.0 0.0 8.82744484195 0.0 8.82744484195
NHSD,O,-0.489200510228,8.82744484195 0.0 0.0 8.82744484195 0.0 8.82744484195
NHID,ND,-0.220997108573,5.49829030093 0.0 0.0 5.49829030093 0.0 5.49829030093
NHSD,ND,-0.220997108573,5.49829030093 0.0 0.0 5.49829030093 0.0 5.49829030093
NHID,ND1,-0.220997108573,5.49829030093 0.0 0.0 5.49829030093 0.0 5.49829030093
NHSD,ND1,-0.220997108573,5.49829030093 0.0 0.0 5.49829030093 0.0 5.49829030093
NHID,CD,-0.0213769139608,7.07402794751 0.0 0.0 7.07402794751 0.0 7.07402794751
NHSD,CD,-0.0213769139608,7.07402794751 0.0 0.0 7.07402794751 0.0 7.07402794751
NHID,CD1,-0.0213769139608,7.07402794751 0.0 0.0 7.07402794751 0.0 7.07402794751
NHSD,CD1,-0.0213769139608,7.07402794751 0.0 0.0 7.07402794751 0.0 7.07402794751
NHID,CD2,-0.0213769139608,7.07402794751 0.0 0.0 7.07402794751 0.0 7.07402794751
NHSD,CD2,-0.0213769139608,7.07402794751 0.0 0.0 7.07402794751 0.0 7.07402794751
NHID,HD1,0.279212692358,3.59021945914 0.0 0.0 3.59021945914 0.0 3.59021945914
NHSD,HD1,0.279212692358,3.59021945914 0.0 0.0 3.59021945914 0.0 3.59021945914
NHID,CE,0.0702977214252,6.25367691496 0.0 0.0 6.25367691496 0.0 6.25367691496
NHSD,CE,0.0702977214252,6.25367691496 0.0 0.0 6.25367691496 0.0 6.25367691496
NHID,CE1,0.0702977214252,6.25367691496 0.0 0.0 6.25367691496 0.0 6.25367691496
NHSD,CE1,0.0702977214252,6.25367691496 0.0 0.0 6.25367691496 0.0 6.25367691496
NHID,CE2,0.0702977214252,6.25367691496 0.0 0.0 6.25367691496 0.0 6.25367691496
NHSD,CE2,0.0702977214252,6.25367691496 0.0 0.0 6.25367691496 0.0 6.25367691496
NHID,NE,-0.402146133174,9.1534397176 0.0 0.0 9.1534397176 0.0 9.1534397176
NHSD,NE,-0.402146133174,9.1534397176 0.0 0.0 9.1534397176 0.0 9.1534397176
